post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,featured,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:woo-feed-brand,tax:fb_product_set,meta:attr_label_translations,meta:description,meta:fb_product_description,meta:fb_product_group_id,meta:fb_product_image,meta:fb_product_item_id,meta:fb_product_price,meta:fb_visibility,meta:rs_page_bg_color,meta:shop_iner_breadcrumbs,meta:shop_inner_footer,meta:shop_inner_navigator,meta:shop_inner_style,meta:shop_single_bg_cl,meta:total_sales,meta:wcml_sync_hash,meta:wd_additional_variation_images_data,meta:wd_page_css_files,meta:woo_feed_material_var,meta:woo_variation_gallery_images,meta:woodmart_fbt_bundles_id,meta:woodmart_history_of_visits,meta:woodmart_price_unit_of_measure,meta:woodmart_sguide_select,meta:woodmart_total_stock_quantity,meta:woodmart_wc_video_gallery,meta:wpaicg_generate_description,meta:wpaicg_generate_meta,meta:wpaicg_generate_short,meta:wpaicg_generate_tags,meta:wpaicg_generate_title,meta:wpaicg_product_description,meta:wpaicg_product_short,meta:wpaicg_product_tags,meta:wpaicg_product_title,meta:attribute_pa_brand,meta:attribute_pa_color,meta:attribute_pa_fabric,meta:attribute_pa_material,meta:attribute_pa_quantity,meta:attribute_pa_sizes,meta:attribute_pa_texture,meta:attribute_pa_thickness,meta:attribute_size,attribute:pa_brand,attribute_data:pa_brand,attribute_default:pa_brand,attribute:pa_color,attribute_data:pa_color,attribute_default:pa_color,attribute:pa_fabric,attribute_data:pa_fabric,attribute_default:pa_fabric,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material,attribute:pa_model,attribute_data:pa_model,attribute_default:pa_model,attribute:pa_sizes,attribute_data:pa_sizes,attribute_default:pa_sizes,attribute:pa_texture,attribute_data:pa_texture,attribute_default:pa_texture,attribute:pa_thickness,attribute_data:pa_thickness,attribute_default:pa_thickness,attribute:العدد,attribute_data:العدد,attribute_default:العدد
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-64,31780,31790,,"المقاس: 50, الملمس: متوسط الليونة, السماكة: 6",publish,,10,"2023-03-26 17:33:26",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,50,"متوسط الليونة",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-65,31780,31791,,"المقاس: 50, الملمس: يابس وسط(متوسط القساوة), السماكة: 5",publish,,11,"2023-03-26 17:33:26",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,50,"يابس وسط(متوسط القساوة)",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-66,31780,31792,,"المقاس: 50, الملمس: يابس وسط(متوسط القساوة), السماكة: 5.5",publish,,12,"2023-03-26 17:33:27",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,50,"يابس وسط(متوسط القساوة)",5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-67,31780,31793,,"المقاس: 50, الملمس: يابس وسط(متوسط القساوة), السماكة: 6",publish,,13,"2023-03-26 17:33:27",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,50,"يابس وسط(متوسط القساوة)",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-68,31780,31794,,"المقاس: 51, الملمس: ليّن, السماكة: 5",publish,,14,"2023-03-26 17:33:28",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,51,ليّن,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-69,31780,31795,,"المقاس: 51, الملمس: ليّن, السماكة: 5.5",publish,,15,"2023-03-26 17:33:28",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,51,ليّن,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-70,31780,31796,,"المقاس: 51, الملمس: ليّن, السماكة: 6",publish,,16,"2023-03-26 17:33:28",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,51,ليّن,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-71,31780,31797,,"المقاس: 51, الملمس: متوسط الليونة, السماكة: 5",publish,,17,"2023-03-26 17:33:29",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,51,"متوسط الليونة",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-72,31780,31798,,"المقاس: 51, الملمس: متوسط الليونة, السماكة: 5.5",publish,,18,"2023-03-26 17:33:29",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,51,"متوسط الليونة",5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-73,31780,31799,,"المقاس: 51, الملمس: متوسط الليونة, السماكة: 6",publish,,19,"2023-03-26 17:33:30",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,51,"متوسط الليونة",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-74,31780,31800,,"المقاس: 51, الملمس: يابس وسط(متوسط القساوة), السماكة: 5",publish,,20,"2023-03-26 17:33:31",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,51,"يابس وسط(متوسط القساوة)",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-75,31780,31801,,"المقاس: 51, الملمس: يابس وسط(متوسط القساوة), السماكة: 5.5",publish,,21,"2023-03-26 17:33:31",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,51,"يابس وسط(متوسط القساوة)",5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-76,31780,31802,,"المقاس: 51, الملمس: يابس وسط(متوسط القساوة), السماكة: 6",publish,,22,"2023-03-26 17:33:32",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,51,"يابس وسط(متوسط القساوة)",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-77,31780,31803,,"المقاس: 52, الملمس: ليّن, السماكة: 5",publish,,23,"2023-03-26 17:33:32",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,52,ليّن,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-78,31780,31804,,"المقاس: 52, الملمس: ليّن, السماكة: 5.5",publish,,24,"2023-03-26 17:33:33",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,52,ليّن,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-79,31780,31805,,"المقاس: 52, الملمس: ليّن, السماكة: 6",publish,,25,"2023-03-26 17:33:33",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,52,ليّن,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-80,31780,31806,,"المقاس: 52, الملمس: متوسط الليونة, السماكة: 5",publish,,26,"2023-03-26 17:33:33",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,52,"متوسط الليونة",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-81,31780,31807,,"المقاس: 52, الملمس: متوسط الليونة, السماكة: 5.5",publish,,27,"2023-03-26 17:33:34",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,52,"متوسط الليونة",5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-82,31780,31808,,"المقاس: 52, الملمس: متوسط الليونة, السماكة: 6",publish,,28,"2023-03-26 17:33:34",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,52,"متوسط الليونة",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-83,31780,31809,,"المقاس: 52, الملمس: يابس وسط(متوسط القساوة), السماكة: 5",publish,,29,"2023-03-26 17:33:35",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,52,"يابس وسط(متوسط القساوة)",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-84,31780,31810,,"المقاس: 52, الملمس: يابس وسط(متوسط القساوة), السماكة: 5.5",publish,,30,"2023-03-26 17:33:35",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,52,"يابس وسط(متوسط القساوة)",5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-85,31780,31811,,"المقاس: 52, الملمس: يابس وسط(متوسط القساوة), السماكة: 6",publish,,31,"2023-03-26 17:33:36",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,52,"يابس وسط(متوسط القساوة)",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-86,31780,31812,,"المقاس: 53, الملمس: ليّن, السماكة: 5",publish,,32,"2023-03-26 17:33:36",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,53,ليّن,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-87,31780,31813,,"المقاس: 53, الملمس: ليّن, السماكة: 5.5",publish,,33,"2023-03-26 17:33:37",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,53,ليّن,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-88,31780,31814,,"المقاس: 53, الملمس: ليّن, السماكة: 6",publish,,34,"2023-03-26 17:33:37",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,53,ليّن,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-89,31780,31815,,"المقاس: 53, الملمس: متوسط الليونة, السماكة: 5",publish,,35,"2023-03-26 17:33:38",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,53,"متوسط الليونة",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"عقال أوسكار صوف طبيعي حشوة قطن - طــ6",عقال-أوسكار-صوف-طبيعي-حشوة-قطن-طــ3-90,31780,31816,,"المقاس: 53, الملمس: متوسط الليونة, السماكة: 5.5",publish,,36,"2023-03-26 17:33:38",1,closed,,05100000120-1,,no,no,null,105,,,,,,parent,instock,no,no,,no,taxable,,,,,,,'-1,'-1,,,,,https://kalash.gallery/product/%d8%b9%d9%82%d8%a7%d9%84-%d8%a3%d9%88%d8%b3%d9%83%d8%a7%d8%b1-%d8%b5%d9%88%d9%81-%d8%b7%d8%a8%d9%8a%d8%b9%d9%8a-%d8%ad%d8%b4%d9%88%d8%a9-%d9%82%d8%b7%d9%86-%d8%b7%d9%80%d9%806/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,53,"متوسط الليونة",5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
